,winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_KD,delta_sig_str_pct,delta_total_str_pct,delta_TD_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs
2073,KETLEN VIEIRA,SIJARA EUBANKS,27/09/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 253: Adesanya vs. Costa,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,0.0,-7.0,-1.56,40.0,0.0,0.0,108.0,6.06,-14.71,-100.0,-6.4,33.33,-66.67,46.0,-27.0,-18.0,3.0,0.0,-2.0,10.16,2.54,-1.86,-7.0,0.15,-4.0,0.31,2.0,27.0,0.1
2084,MACKENZIE DERN,RANDA MARKOS,19/09/2020,Submission,1.0,3:44,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,9.0,-5.29,0.0,5.0,1.0,9.0,0.0,100.0,100.0,-26.67,0.0,100.0,-34.0,22.0,11.0,-78.0,0.0,77.0,0.0,0.0,0.89,-3.0,0.61,2.0,-0.95,-23.0,-57.0,2.0
2088,MAYRA BUENO SILVA,MARA ROMERO BORELLA,19/09/2020,Submission,1.0,2:29,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-38.0,-33.93,-50.0,1.0,0.0,-120.0,-51.43,0.0,0.0,-28.57,0.0,-100.0,-33.0,0.0,34.0,34.0,0.0,-33.0,0.0,-7.62,1.52,20.0,2.41,-24.0,-1.83,-44.0,7.0,1.4
2089,JESSICA-ROSE CLARK,SARAH ALPAR,19/09/2020,KO/TKO,3.0,4:21,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,31.0,11.77,82.0,0.0,0.0,290.0,49.47,40.0,33.33,10.0,86.21,76.6,61.0,-14.0,-49.0,-81.0,32.0,47.0,2.54,2.54,2.57,-3.0,-0.78,28.0,-1.68,27.0,23.0,-0.3
2094,MICHELLE WATERSON-GOMEZ,ANGELA HILL,12/09/2020,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,-11.0,-7.64,5.0,0.0,0.0,113.0,-14.49,-3.63,-25.81,-8.78,-9.74,-28.57,-12.0,-3.0,14.0,5.0,-9.0,3.0,,,,,,,,,,
2096,ROXANNE MODAFFERI,ANDREA LEE,12/09/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-16.0,-7.88,-18.0,0.0,-2.0,192.0,-4.49,-23.89,4.0,-15.45,-62.5,0.0,42.0,-20.0,-21.0,4.0,-5.0,2.0,2.54,0.0,-2.45,-19.0,1.2,-12.0,-0.25,-22.0,-27.0,-0.4
2100,SIJARA EUBANKS,JULIA AVILA,12/09/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,10.0,11.01,-58.0,3.0,1.0,498.0,12.73,20.64,-100.0,-0.09,-33.33,-31.71,10.0,2.0,-11.0,-47.0,-2.0,50.0,-7.62,-2.54,1.42,2.0,0.79,3.0,1.39,-4.0,5.0,0.4
2104,SABINA MAZO,JUSTINE KISH,12/09/2020,Submission,3.0,3:57,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,3.0,3.3,-33.0,1.0,0.0,-18.0,7.29,10.52,-8.65,2.37,30.0,-33.33,8.0,-4.0,-3.0,-1.0,2.0,-1.0,5.08,15.24,1.91,-4.0,-0.71,1.0,-0.2,45.0,11.0,0.0
2110,VIVIANE ARAUJO,MONTANA DE LA ROSA,05/09/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Overeem vs. Sakai,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,19.0,20.67,-16.0,0.0,0.0,-24.0,18.24,35.17,-1.26,20.77,-2.56,0.0,2.0,0.0,-3.0,8.0,-8.0,0.0,-7.62,0.0,2.12,12.0,1.45,15.0,0.19,36.0,37.0,-1.0
2114,ALEXA GRASSO,JI YEON KIM,29/08/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,12.0,14.65,50.0,0.0,0.0,81.0,3.6,15.94,12.0,11.22,25.0,80.0,-32.0,16.0,16.0,-3.0,-1.0,4.0,-5.08,-15.24,0.46,9.0,-1.33,7.0,0.28,40.0,18.0,0.6
2120,POLYANA VIANA,EMILY WHITMIRE,29/08/2020,Submission,1.0,1:53,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,42.0,41.67,0.0,1.0,0.0,-62.0,38.89,0.0,0.0,31.82,0.0,100.0,16.0,0.0,-17.0,-34.0,0.0,33.0,0.0,10.16,1.0,11.0,-0.07,0.0,0.02,-17.0,-20.0,2.8
2121,MALLORY MARTIN,HANNAH CIFERS,29/08/2020,Submission,2.0,1:33,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,-1.0,8.0,15.04,50.0,1.0,0.0,-12.0,11.89,44.44,-100.0,12.02,-71.43,16.66,24.0,-16.0,-8.0,16.0,-30.0,14.0,7.62,2.54,-1.0,15.0,0.14,6.0,3.11,-37.0,-39.0,0.2
2125,SHANA DOBSON,MARIYA AGAPOVA,22/08/2020,KO/TKO,2.0,1:38,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Munhoz vs. Edgar,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,19.0,6.57,0.0,0.0,1.0,-41.0,15.0,33.33,100.0,7.15,0.0,16.45,-6.0,2.0,4.0,-20.0,3.0,17.0,0.0,2.54,-0.36,-13.0,1.05,3.0,-0.39,-16.0,-19.0,-0.6
2127,AMANDA LEMOS,MIZUKI,22/08/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Munhoz vs. Edgar,"Las Vegas, Nevada, USA",Southpaw,,red,1.0,4.0,-8.24,100.0,0.0,0.0,-271.0,7.04,6.12,0.0,7.86,-10.18,66.67,9.0,1.0,-9.0,-2.0,-8.0,9.0,,,,,,,,,,
2136,VIRNA JANDIROBA,FELICE HERRIG,15/08/2020,Submission,1.0,1:44,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-20.0,-20.0,100.0,2.0,0.0,93.0,80.0,0.0,-100.0,-100.0,0.0,80.0,100.0,0.0,-100.0,-100.0,0.0,100.0,-2.54,-2.54,-1.24,10.0,-1.76,5.0,1.98,23.0,1.0,1.1
2138,LIVINHA SOUZA,ASHLEY YODER,15/08/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,37.0,23.11,25.0,0.0,0.0,-67.0,20.45,29.87,50.96,36.88,71.43,62.5,-39.0,-1.0,41.0,-22.0,10.0,10.0,-10.16,-15.24,-0.69,6.0,-0.15,16.0,1.07,7.0,-28.0,0.5
2144,YANA SANTOS,JULIJA STOLIARENKO,08/08/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",,,red,0.0,52.0,22.28,50.0,0.0,0.0,775.0,37.08,66.67,100.0,20.37,57.29,100.0,-37.0,30.0,6.0,-65.0,51.0,13.0,,,,,,,,,,
2154,JENNIFER MAIA,JOANNE WOOD,01/08/2020,Submission,1.0,4:29,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Brunson vs. Shahbazyan,"Las Vegas, Nevada, USA",Orthodox,,blue,0.0,1.0,5.38,-100.0,1.0,0.0,-131.0,26.0,-25.0,26.67,-1.9,100.0,-66.67,57.0,-19.0,-37.0,-2.0,10.0,-7.0,,,,,,,,,,
2163,CARLA ESPARZA,MARINA RODRIGUEZ,25/07/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,0.0,3.0,7.09,55.0,1.0,0.0,470.0,3.22,100.0,0.0,-14.47,100.0,-2.45,2.0,9.0,-12.0,-25.0,3.0,22.0,-12.7,-5.08,-2.57,-8.0,-0.31,0.0,3.08,2.0,-11.0,0.1
2171,PANNIE KIANZAD,BETHE CORREIA,25/07/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,blue,0.0,12.0,5.08,-20.0,0.0,0.0,-116.0,11.05,1.43,66.67,14.28,15.0,-50.0,2.0,-16.0,13.0,12.0,-11.0,-1.0,5.08,5.08,0.75,5.0,-0.94,-1.0,-0.22,-6.0,-1.0,0.2
2177,ARIANE DA SILVA,LUANA CAROLINA,18/07/2020,Submission,1.0,1:28,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,Orthodox,red,0.0,25.0,41.67,0.0,0.0,0.0,67.0,50.0,100.0,-100.0,25.0,0.0,0.0,33.0,66.0,-100.0,0.0,0.0,0.0,,,,,,,,,,
2189,TAILA SANTOS,MOLLY MCCANN,15/07/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,blue,0.0,-6.0,-7.87,71.0,1.0,0.0,417.0,-4.98,-18.14,-29.41,-14.7,42.31,64.71,-10.0,9.0,1.0,-30.0,11.0,19.0,5.08,15.24,-1.63,-2.0,-2.06,-6.0,0.36,51.0,57.0,0.3
2195,LIANA JOJUA,DIANA BELBITA,15/07/2020,Submission,1.0,2:43,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,blue,0.0,11.0,20.45,-50.0,3.0,0.0,-42.0,0.0,33.33,0.0,-10.0,50.0,0.0,-10.0,10.0,0.0,-10.0,10.0,0.0,-7.62,-15.24,-3.28,0.0,-1.63,-4.0,-0.2,0.0,-14.0,2.2
2200,ROSE NAMAJUNAS,JESSICA ANDRADE,11/07/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 251: Usman vs. Masvidal,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,blue,0.0,0.0,-2.2,-33.0,0.0,0.0,-29.0,7.01,17.71,6.25,1.23,-13.64,0.0,33.0,-21.0,-13.0,3.0,-3.0,0.0,10.16,7.62,-2.25,-9.0,-1.28,7.0,-1.2,-4.0,-26.0,0.4
2201,AMANDA RIBAS,PAIGE VANZANT,11/07/2020,Submission,1.0,2:21,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 251: Usman vs. Masvidal,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,0.0,25.0,20.0,100.0,1.0,0.0,36.0,0.0,80.0,33.33,0.0,100.0,0.0,-17.0,66.0,-50.0,-50.0,50.0,0.0,-2.54,2.54,0.9,-8.0,-0.84,29.0,1.04,25.0,51.0,0.6
2208,KAROL ROSA,VANESSA MELO,11/07/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 251: Usman vs. Masvidal,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,0.0,19.0,14.82,50.0,0.0,0.0,344.0,24.2,18.75,2.56,16.55,0.0,65.31,20.0,-2.0,-18.0,-23.0,-4.0,26.0,0.0,5.08,4.25,22.0,-0.62,-11.0,2.0,60.0,19.0,0.0
2218,KAY HANSEN,JINH YU FREY,27/06/2020,Submission,3.0,2:26,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Poirier vs. Hooker,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,0.0,7.93,18.0,1.0,0.0,264.0,11.42,42.86,-38.24,-18.97,50.0,100.0,25.0,23.0,-48.0,-37.0,-8.0,45.0,-2.54,-5.08,1.78,19.0,-0.32,10.0,1.13,-17.0,17.0,0.9
2222,RAQUEL PENNINGTON,MARION RENEAU,20/06/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Blaydes vs. Volkov,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,30.0,18.92,0.0,0.0,1.0,101.0,32.14,12.0,14.29,28.65,20.13,80.0,7.0,-1.0,-7.0,0.0,-4.0,3.0,2.54,-2.54,0.33,7.0,-0.17,2.0,0.46,-35.0,15.0,-0.1
2226,TECIA PENNINGTON,BRIANNA FORTINO,20/06/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Blaydes vs. Volkov,"Las Vegas, Nevada, USA",,,red,0.0,-4.0,3.67,-28.0,0.0,0.0,-145.0,10.57,0.0,33.33,5.15,-13.17,66.67,30.0,-33.0,3.0,22.0,-25.0,2.0,,,,,,,,,,
2227,GILLIAN ROBERTSON,CORTNEY CASEY,20/06/2020,Submission,3.0,4:36,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Blaydes vs. Volkov,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,2.0,-16.92,75.0,1.0,0.0,665.0,2.55,-16.67,0.0,-13.5,0.0,75.0,-1.0,0.0,1.0,-52.0,-5.0,57.0,-5.08,-10.16,-2.28,13.0,-2.09,-1.0,2.36,19.0,-38.0,0.3
2229,LAUREN MURPHY,ROXANNE MODAFFERI,20/06/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Blaydes vs. Volkov,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,20.0,17.22,66.0,0.0,-1.0,-195.0,13.85,33.34,23.31,19.4,54.55,80.0,-14.0,0.0,14.0,2.0,-7.0,5.0,-5.08,-5.08,0.67,8.0,-1.21,10.0,-0.24,14.0,40.0,0.0
2231,CYNTHIA CALVILLO,JESSICA EYE,13/06/2020,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Flyweight Bout,UFC Fight Night: Eye vs. Calvillo,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,22.0,26.29,57.0,0.0,0.0,466.0,19.01,7.85,50.0,21.67,75.0,63.64,-16.0,14.0,2.0,-6.0,-1.0,6.0,-5.08,-5.08,0.42,4.0,-0.49,12.0,1.4,4.0,14.0,0.6
2236,MARIYA AGAPOVA,HANNAH CIFERS,13/06/2020,Submission,1.0,2:42,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Eye vs. Calvillo,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,21.0,22.13,0.0,1.0,0.0,-6.0,29.73,20.0,33.33,23.86,14.38,0.0,32.0,0.0,-33.0,2.0,-2.0,0.0,12.7,15.24,-1.29,6.0,-1.24,-5.0,0.97,-34.0,-31.0,0.3
2238,JULIA AVILA,GINA MAZANY,13/06/2020,KO/TKO,1.0,0:22,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Eye vs. Calvillo,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.63,100.0,0.0,-16.66,-28.57,0.0,-10.0,9.0,0.0,-41.0,40.0,0.0,2.54,0.0,-0.35,-6.0,-0.17,3.0,-3.92,-13.0,27.0,-0.3
2241,AMANDA NUNES,FELICIA SPENCER,06/06/2020,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Featherweight Title Bout,UFC 250: Nunes vs. Spencer,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,25.0,15.98,85.0,1.0,0.0,472.0,30.3,-12.78,14.17,22.09,55.56,13.33,15.0,-6.0,-10.0,-12.0,-9.0,21.0,5.08,2.54,1.48,6.0,-3.12,14.0,1.86,43.0,70.0,0.6
2257,MACKENZIE DERN,HANNAH CIFERS,30/05/2020,Submission,1.0,2:36,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Woodley vs. Burns,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-3.0,-11.67,0.0,1.0,0.0,-24.0,-4.68,50.0,0.0,8.02,-80.0,0.0,-2.0,-22.0,26.0,58.0,-57.0,0.0,7.62,2.54,-1.25,-6.0,-1.58,9.0,0.02,-95.0,-64.0,1.9
2258,KATLYN CERMINARA,ANTONINA SHEVCHENKO,30/05/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Woodley vs. Burns,"Las Vegas, Nevada, USA",,Southpaw,red,0.0,28.0,34.65,100.0,4.0,0.0,636.0,39.9,0.0,-33.33,9.31,20.0,85.45,19.0,-8.0,-12.0,-54.0,-11.0,64.0,,,,,,,,,,
2264,CLAUDIA GADELHA,ANGELA HILL,16/05/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Overeem vs. Harris,"Jacksonville, Florida, USA",Orthodox,Orthodox,red,-1.0,-11.0,-9.76,25.0,0.0,0.0,130.0,-10.04,-7.69,-10.0,-11.98,-50.0,100.0,6.0,-16.0,9.0,-3.0,-2.0,4.0,2.54,-2.54,-2.35,-9.0,-0.41,-7.0,2.58,6.0,-18.0,0.6
2272,CORTNEY CASEY,MARA ROMERO BORELLA,16/05/2020,Submission,1.0,3:36,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Overeem vs. Harris,"Jacksonville, Florida, USA",Orthodox,Orthodox,red,0.0,-21.0,-12.5,-50.0,2.0,0.0,-175.0,0.0,0.0,-66.67,-21.43,-50.0,0.0,26.0,-4.0,-24.0,-7.0,-24.0,30.0,2.54,-5.08,1.79,1.0,1.71,-19.0,-1.55,-17.0,-28.0,0.4
2280,SIJARA EUBANKS,SARAH MORAS,13/05/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Smith vs. Teixeira,"Jacksonville, Florida, USA",Orthodox,Orthodox,red,0.0,18.0,7.81,100.0,0.0,0.0,254.0,24.85,25.45,-16.66,13.81,38.1,64.29,31.0,-13.0,-18.0,-21.0,-1.0,21.0,-7.62,0.0,2.24,9.0,0.11,7.0,1.21,25.0,32.0,-0.4
2291,CARLA ESPARZA,MICHELLE WATERSON-GOMEZ,09/05/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 249: Ferguson vs. Gaethje,"Jacksonville, Florida, USA",Orthodox,,red,0.0,-1.0,0.38,10.0,0.0,0.0,46.0,13.64,-6.25,-1.3,-0.9,-20.83,100.0,41.0,-16.0,-25.0,-2.0,0.0,2.0,,,,,,,,,,
2301,AMANDA RIBAS,RANDA MARKOS,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,red,0.0,7.0,11.54,-67.0,2.0,1.0,385.0,7.67,32.14,8.33,-4.05,-11.11,82.05,6.0,13.0,-19.0,-39.0,1.0,37.0,-2.54,7.62,1.4,3.0,-1.42,12.0,1.08,30.0,28.0,1.4
2303,MARYNA MOROZ,MAYRA BUENO SILVA,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,Orthodox,blue,0.0,-4.0,-2.27,25.0,0.0,0.0,224.0,-2.03,-21.9,21.87,-1.47,-38.19,69.23,2.0,13.0,-16.0,-3.0,-10.0,12.0,2.54,2.54,0.03,-26.0,-0.74,6.0,0.56,18.0,-26.0,-1.2
2305,BEA MALECKI,VERONICA HARDY,14/03/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",Orthodox,,blue,0.0,16.0,19.17,0.0,0.0,0.0,192.0,16.71,21.33,-13.33,13.41,59.62,60.0,-2.0,11.0,-9.0,-14.0,5.0,9.0,,,,,,,,,,
2307,ZHANG WEILI,JOANNA JEDRZEJCZYK,07/03/2020,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",Switch,Orthodox,red,0.0,-11.0,-11.81,12.0,0.0,0.0,14.0,-10.26,-18.09,1.72,-9.8,-36.66,0.0,7.0,-11.0,4.0,4.0,-4.0,0.0,-5.08,-5.08,0.08,-3.0,1.35,-11.0,0.98,-39.0,19.0,0.4
2318,FELICIA SPENCER,ZARAH FAIRN,29/02/2020,KO/TKO,1.0,3:37,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,0.0,16.0,21.11,50.0,0.0,0.0,141.0,17.86,0.0,50.0,-8.65,50.0,76.92,3.0,-5.0,2.0,-70.0,-5.0,75.0,-5.08,-10.16,1.04,0.0,-1.04,4.0,0.64,10.0,-36.0,0.3
2320,MEGAN ANDERSON,NORMA DUMONT,29/02/2020,KO/TKO,1.0,3:31,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Orthodox,Orthodox,red,1.0,19.0,26.05,-33.0,0.0,1.0,-125.0,38.89,-30.0,0.0,36.36,20.0,0.0,65.0,-66.0,0.0,51.0,-52.0,0.0,12.7,12.7,-3.59,-9.0,0.7,-35.0,-1.91,-17.0,-47.0,0.5
2331,YAN XIAONAN,KAROLINA KOWALKIEWICZ,22/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Orthodox,blue,0.0,8.0,12.3,83.0,-1.0,0.0,203.0,8.2,36.96,7.35,4.04,20.0,76.47,13.0,3.0,-16.0,-14.0,0.0,13.0,5.08,-2.54,1.15,3.0,-2.02,7.0,0.9,63.0,0.0,-0.1
2339,ANGELA HILL,LOMA LOOKBOONMEE,22/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Orthodox,blue,0.0,-2.0,-0.65,-75.0,1.0,0.0,97.0,8.7,-15.36,-11.11,-2.95,-26.27,60.0,34.0,-12.0,-22.0,-17.0,11.0,6.0,5.08,7.62,0.5,-5.0,1.89,5.0,-0.22,11.0,4.0,0.1
2340,PRISCILA CACHOEIRA,SHANA DOBSON,22/02/2020,KO/TKO,1.0,0:40,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Orthodox,Orthodox,red,1.0,-1.0,-1.01,0.0,0.0,0.0,2.0,0.0,-50.0,0.0,1.61,0.0,0.0,20.0,-20.0,0.0,0.0,0.0,0.0,2.54,-10.16,0.5,0.0,2.73,-8.0,-0.84,-50.0,55.0,0.0
2343,MONTANA DE LA ROSA,MARA ROMERO BORELLA,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,1.0,-3.0,-6.84,-17.0,1.0,0.0,402.0,-4.68,5.0,-33.33,-6.64,-16.66,-10.0,-10.0,16.0,-7.0,-14.0,-7.0,20.0,2.54,-2.54,0.31,-1.0,0.91,-26.0,0.31,-16.0,-9.0,1.0
2352,MACY CHIASSON,SHANNA YOUNG,15/02/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Orthodox,Orthodox,red,0.0,-5.0,0.63,37.0,0.0,0.0,491.0,-16.14,24.28,-50.0,-11.79,-20.35,44.64,-25.0,27.0,-2.0,-42.0,12.0,29.0,10.16,17.78,1.11,-8.0,-3.11,1.0,0.98,21.0,10.0,0.5
2355,VALENTINA SHEVCHENKO,KATLYN CERMINARA,08/02/2020,KO/TKO,3.0,1:03,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",Southpaw,,red,0.0,31.0,29.8,100.0,0.0,0.0,212.0,54.17,19.44,21.46,17.56,0.0,100.0,65.0,-22.0,-43.0,-43.0,0.0,42.0,,,,,,,,,,
2360,LAUREN MURPHY,ANDREA LEE,08/02/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",Orthodox,Orthodox,red,0.0,2.0,7.45,50.0,-1.0,1.0,114.0,12.38,-6.67,13.64,1.54,-8.57,-100.0,38.0,-21.0,-17.0,-2.0,3.0,0.0,-2.54,-5.08,-1.78,-11.0,-0.01,-2.0,-0.49,-8.0,13.0,-0.4
2368,ANGELA HILL,HANNAH CIFERS,25/01/2020,KO/TKO,2.0,4:26,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",Orthodox,Orthodox,blue,0.0,3.0,3.2,100.0,0.0,0.0,186.0,18.03,3.51,18.18,-7.15,12.5,67.44,47.0,-9.0,-38.0,-39.0,-2.0,41.0,5.08,5.08,0.67,6.0,-0.41,12.0,0.19,-64.0,12.0,-0.2
