,winner_winner_name,winner_loser_name,winner_event_date,winner_method,winner_round,winner_time,winner_time_format,winner_bout_type,winner_event_name,winner_event_location,winner_winner_stance,winner_loser_stance,winner_winner,winner_delta_KD,winner_delta_sig_str_pct,winner_delta_total_str_pct,winner_delta_TD_pct,winner_delta_sub_att,winner_delta_rev,winner_delta_ctrl,winner_delta_sig_str_head_acc_pct,winner_delta_sig_str_body_acc_pct,winner_delta_sig_str_leg_acc_pct,winner_delta_sig_str_distance_acc_pct,winner_delta_sig_str_clinch_acc_pct,winner_delta_sig_str_ground_acc_pct,winner_delta_sig_str_head_tar_pct,winner_delta_sig_str_body_tar_pct,winner_delta_sig_str_leg_tar_pct,winner_delta_sig_str_distance_pos_pct,winner_delta_sig_str_clinch_pos_pct,winner_delta_sig_str_ground_pos_pct,winner_delta_height,winner_delta_reach,winner_delta_slpm_cs,winner_delta_str_acc_cs,winner_delta_sapm_cs,winner_delta_str_def_cs,winner_delta_td_avg_cs,winner_delta_td_acc_cs,winner_delta_td_def_cs,winner_delta_sub_avg_cs,winner_Unnamed: 0,winner_fighter_name,winner_Height,winner_Weight,winner_Reach,winner_SLpM,winner_Str_Acc,winner_SApM,winner_Str_Def,winner_TD_Avg,winner_TD_Acc,winner_TD_Def,winner_Sub_Avg,winner_Stance_Open Stance,winner_Stance_Orthodox,winner_Stance_Southpaw,winner_Stance_Switch,winner_Age,winner_Female
4682,fabricio werdum,gabriel gonzaga,19/01/2008,KO/TKO,2.0,4:34,3 Rnd (5-5-5),Heavyweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Orthodox,Orthodox,red,0.0,-6.0,-6.28,-75.0,0.0,0.0,48.0,19.94,20.0,-33.33,-17.01,-33.33,1.11,67.0,-19.0,-48.0,-43.0,11.0,32.0,5.08,2.54,1.47,7.0,-0.3,-2.0,-1.05,-8.0,-35.0,0.1,967,fabricio werdum,76,231.0,76,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,0,1,0,0,48.0,0
4683,marcus davis,jess liaudin,19/01/2008,KO/TKO,1.0,1:04,3 Rnd (5-5-5),Welterweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Southpaw,Orthodox,red,1.0,50.0,50.0,0.0,0.0,0.0,2.0,100.0,100.0,-80.0,50.0,0.0,100.0,80.0,20.0,-100.0,-40.0,0.0,40.0,2.54,-5.08,0.26,-12.0,0.03,24.0,-1.68,-5.0,17.0,-0.2,194,marcus davis,70,170.0,70,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,0,0,1,0,52.0,0
4684,wilson gouveia,jason lambert,19/01/2008,KO/TKO,2.0,0:37,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Orthodox,Orthodox,red,1.0,-13.0,-7.32,-100.0,4.0,0.0,-283.0,-0.65,-90.91,-100.0,-4.17,-66.67,1.11,41.0,-37.0,-3.0,69.0,-7.0,-61.0,-5.08,2.54,-0.19,-19.0,2.22,6.0,-0.45,30.0,29.0,-0.2,316,wilson gouveia,73,185.0,73,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,0,1,0,0,47.0,0
4685,jorge rivera,kendall grove,19/01/2008,KO/TKO,1.0,1:20,3 Rnd (5-5-5),Middleweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Orthodox,Orthodox,red,1.0,73.0,73.81,100.0,0.0,0.0,65.0,72.97,0.0,100.0,75.0,0.0,73.08,96.0,0.0,3.0,32.0,0.0,67.0,-12.7,-15.24,0.85,7.0,0.24,0.0,0.35,5.0,7.0,-1.6,758,jorge rivera,73,185.0,73,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0,1,0,0,54.0,0
4686,paul kelly,paul taylor,19/01/2008,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Orthodox,Orthodox,red,0.0,-3.0,-7.95,0.0,-3.0,1.0,645.0,2.32,-7.14,-100.0,3.61,-11.67,-9.63,14.0,2.0,-16.0,-12.0,-24.0,35.0,-7.62,-5.08,-1.22,-10.0,-1.86,4.0,1.07,35.0,-26.0,1.0,445,paul kelly,69,155.0,69,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,0,1,0,0,41.0,0
4687,sam stout,per eklund,19/01/2008,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 80: Rapid Fire,"Newcastle, England, United Kingdom",Orthodox,Orthodox,red,0.0,-21.0,-14.83,-6.0,-1.0,0.0,150.0,-9.03,-13.89,0.0,-34.55,21.82,62.96,5.0,-34.0,28.0,-49.0,-3.0,51.0,-2.54,-5.08,2.1,-33.0,1.7,-10.0,-1.44,27.0,27.0,-3.5,891,sam stout,69,155.0,69,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0,1,0,0,41.0,0
4688,georges st-pierre,matt hughes,29/12/2007,Submission,2.0,4:54,5 Rnd (5-5-5-5-5),UFC Interim Welterweight Title Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Orthodox,Switch,red,0.0,32.0,30.28,100.0,3.0,0.0,403.0,39.4,-11.11,50.0,33.33,-33.33,28.0,4.0,-12.0,7.0,14.0,-33.0,18.0,5.08,7.62,1.64,0.0,0.04,19.0,1.21,24.0,48.0,-0.1,880,georges st-pierre,71,185.0,71,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0,1,0,0,44.0,0
4689,lyoto machida,rameau thierry sokoudjou,29/12/2007,Submission,2.0,4:20,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,18.0,8.82,-50.0,3.0,1.0,312.0,13.33,60.0,19.04,38.82,-50.0,-13.33,-9.0,14.0,-5.0,-19.0,-16.0,36.0,7.62,-10.16,0.33,8.0,-1.04,5.0,-0.72,18.0,-3.0,-0.5,522,lyoto machida,73,185.0,73,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0,0,1,0,47.0,0
4690,rich clementi,melvin guillard,29/12/2007,Submission,1.0,4:40,3 Rnd (5-5-5),Lightweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,39.0,49.14,0.0,2.0,1.0,80.0,-2.78,100.0,100.0,45.59,0.0,0.0,-84.0,16.0,66.0,0.0,0.0,0.0,0.0,2.54,-1.53,-3.0,0.44,-6.0,0.42,-21.0,-36.0,0.9,159,rich clementi,69,155.0,69,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0,0,1,0,50.0,0
4691,manvel gamburyan,nate mohr,29/12/2007,Submission,1.0,1:31,3 Rnd (5-5-5),Lightweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-16.0,-20.83,33.0,1.0,0.0,47.0,-26.67,0.0,100.0,0.0,0.0,-50.0,-34.0,0.0,33.0,16.0,0.0,-17.0,-10.16,-12.7,-1.66,0.0,0.33,-19.0,2.81,-16.0,-2.0,0.7,292,manvel gamburyan,65,135.0,65,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,0,1,0,0,44.0,0
4692,dean lister,jordan radev,29/12/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,9.0,-6.67,20.0,0.0,0.0,111.0,7.72,-55.0,16.35,6.91,-16.66,55.0,-6.0,19.0,-14.0,-3.0,-12.0,14.0,15.24,,-0.09,12.0,-0.49,-5.0,1.58,15.0,-30.0,1.1,507,dean lister,73,185.0,73,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,0,1,0,0,50.0,0
4693,roan carneiro,tony desouza,29/12/2007,KO/TKO,2.0,3:33,3 Rnd (5-5-5),Welterweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,28.0,10.72,100.0,1.0,-1.0,149.0,36.36,-100.0,100.0,75.0,-20.0,20.0,13.0,-33.0,20.0,25.0,-39.0,14.0,-2.54,15.24,0.34,-6.0,0.25,21.0,0.8,0.0,43.0,-0.1,134,roan carneiro,71,170.0,71,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,0,1,0,0,47.0,0
4694,mark bocek,doug evans,29/12/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 79: Nemesis,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,11.0,13.83,-59.0,-1.0,-1.0,586.0,9.19,0.0,0.0,-13.88,28.57,52.38,-2.0,-12.0,15.0,-52.0,10.0,42.0,-2.54,,0.55,8.0,-0.23,5.0,0.46,-47.0,-38.0,0.7,85,mark bocek,68,155.0,68,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,0,1,0,0,44.0,0
4695,roger huerta,clay guida,08/12/2007,Submission,3.0,0:51,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,-1.0,-25.0,-28.81,-54.0,2.0,2.0,-303.0,-18.59,-32.35,-100.0,-23.34,0.0,5.96,22.0,-20.0,-2.0,30.0,0.0,-30.0,5.08,0.0,1.2,2.0,-0.24,-7.0,-1.23,8.0,-16.0,-0.2,397,roger huerta,69,155.0,69,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,0,1,0,0,42.0,0
4696,mac danzig,tommy speer,08/12/2007,Submission,1.0,2:01,3 Rnd (5-5-5),Ultimate Fighter 6 Welterweight Tournament Title Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,14.0,25.3,50.0,1.0,0.0,46.0,62.5,16.66,-100.0,0.0,3.33,62.5,50.0,0.0,-50.0,0.0,-50.0,50.0,-5.08,-2.54,0.83,-3.0,-1.68,22.0,-0.82,4.0,13.0,0.6,191,mac danzig,68,155.0,68,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,0,1,0,0,46.0,0
4697,george sotiropoulos,billy miles,08/12/2007,Submission,1.0,1:36,3 Rnd (5-5-5),Welterweight Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,66.0,85.71,0.0,1.0,0.0,53.0,66.67,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,,2.61,27.0,1.27,34.0,2.32,31.0,53.0,1.6,869,george sotiropoulos,70,155.0,70,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,0,1,0,0,48.0,0
4698,ben saunders,dan barrera,08/12/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,2.0,1.27,-8.0,4.0,-1.0,-80.0,4.27,100.0,0.0,45.45,-20.0,40.0,5.0,38.0,-45.0,27.0,-28.0,0.0,12.7,,2.43,-20.0,2.38,23.0,-0.8,32.0,66.0,1.3,816,ben saunders,74,170.0,74,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,0,1,0,0,42.0,0
4699,matt arroyo,john kolosci,08/12/2007,Submission,1.0,4:42,3 Rnd (5-5-5),Welterweight Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,30.0,30.44,0.0,5.0,0.0,-142.0,30.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,,1.41,27.0,1.16,8.0,2.12,36.0,100.0,5.3,39,matt arroyo,70,170.0,70,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,0,1,0,0,43.0,0
4700,jonathan goulet,paul georgieff,08/12/2007,Submission,1.0,4:42,3 Rnd (5-5-5),Welterweight Bout,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,24.0,25.0,100.0,1.0,0.0,212.0,29.17,0.0,-100.0,11.11,-50.0,12.5,15.0,1.0,-16.0,-30.0,-8.0,38.0,-5.08,,-0.94,1.0,-0.33,11.0,4.17,70.0,45.0,0.6,315,jonathan goulet,72,170.0,72,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,0,1,0,0,46.0,0
4701,thiago silva,houston alexander,17/11/2007,KO/TKO,1.0,3:25,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,37.0,46.74,0.0,0.0,0.0,87.0,55.17,50.0,0.0,80.0,0.0,55.56,72.0,-28.0,-46.0,18.0,-87.0,68.0,5.08,5.08,0.86,-4.0,-0.65,15.0,-0.16,-10.0,37.0,0.7,838,thiago silva,74,205.0,74,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,0,1,0,0,43.0,0
4702,karo parisyan,ryo chonan,17/11/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,4.0,11.08,77.0,0.0,-1.0,334.0,18.27,18.75,5.0,5.68,-15.27,53.19,49.0,-35.0,-14.0,-13.0,-38.0,51.0,2.54,5.08,-0.08,-2.0,-0.06,-2.0,4.66,18.0,20.0,0.7,682,karo parisyan,70,170.0,70,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,0,1,0,0,43.0,0
4703,ed herman,joe doerksen,17/11/2007,KO/TKO,3.0,0:39,3 Rnd (5-5-5),Middleweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,1.0,11.0,11.41,46.0,-3.0,1.0,280.0,17.49,-7.69,-100.0,-18.1,19.23,70.0,17.0,-6.0,-11.0,-64.0,-2.0,65.0,2.54,5.08,1.89,7.0,0.56,-7.0,0.19,15.0,27.0,-1.1,366,ed herman,73,205.0,73,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,0,1,0,0,45.0,0
4704,frankie edgar,spencer fisher,17/11/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Southpaw,red,0.0,25.0,10.46,66.0,0.0,0.0,790.0,33.67,33.33,-100.0,18.75,50.0,-46.38,42.0,-26.0,-16.0,-43.0,-29.0,72.0,-2.54,0.0,0.53,-4.0,-0.32,2.0,1.61,1.0,5.0,-0.5,234,frankie edgar,66,135.0,66,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,0,1,0,0,44.0,0
4705,thiago alves,chris lytle,17/11/2007,TKO - Doctor's Stoppage,2.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,1.0,11.0,-1.52,-100.0,0.0,0.0,-117.0,1.18,4.1,10.39,13.97,-16.67,-33.33,-19.0,-16.0,35.0,2.0,-5.0,3.0,-5.08,5.08,-0.03,-4.0,0.39,4.0,0.01,5.0,8.0,-2.1,21,thiago alves,69,170.0,69,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0,1,0,0,42.0,0
4706,joe lauzon,jason reinhardt,17/11/2007,Submission,1.0,1:14,3 Rnd (5-5-5),Lightweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,38.0,46.67,50.0,1.0,0.0,56.0,26.67,100.0,0.0,33.33,0.0,100.0,-40.0,40.0,0.0,20.0,-60.0,40.0,10.16,,2.33,-1.0,1.32,11.0,0.48,33.0,4.0,2.0,482,joe lauzon,70,155.0,70,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,0,1,0,0,41.0,0
4707,marcus aurelio,luke caudillo,17/11/2007,KO/TKO,1.0,4:29,3 Rnd (5-5-5),Lightweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,28.0,26.54,25.0,0.0,0.0,128.0,38.1,-16.67,0.0,19.44,0.0,92.31,25.0,-25.0,0.0,-13.0,-46.0,60.0,7.62,,-0.55,5.0,-2.8,4.0,1.25,7.0,-58.0,1.3,48,marcus aurelio,70,155.0,70,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,0,1,0,0,52.0,0
4708,akihiro gono,tamdan mccrory,17/11/2007,Submission,2.0,3:19,3 Rnd (5-5-5),Welterweight Bout,UFC 78: Validation,"Newark, New Jersey, USA",Switch,Switch,red,1.0,11.0,18.85,100.0,1.0,0.0,89.0,-3.38,-7.69,-9.72,9.09,11.72,66.67,-31.0,1.0,29.0,20.0,-34.0,14.0,-22.86,-20.32,0.11,-1.0,1.07,17.0,-1.27,34.0,13.0,-2.0,310,akihiro gono,67,170.0,67,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,0,0,0,1,51.0,0
4709,anderson silva,rich franklin,20/10/2007,KO/TKO,2.0,1:07,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Southpaw,Southpaw,red,3.0,43.0,41.97,-50.0,0.0,0.0,-39.0,57.91,-8.33,12.5,41.67,-6.9,0.0,25.0,-3.0,-21.0,-47.0,47.0,0.0,2.54,2.54,-1.05,17.0,-0.02,-2.0,-0.81,11.0,6.0,0.1,839,anderson silva,74,185.0,74,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,0,0,1,0,50.0,0
4710,tim sylvia,brandon vera,20/10/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Orthodox,Orthodox,red,0.0,-24.0,-10.18,-100.0,0.0,0.0,275.0,-14.38,-16.19,-6.67,-27.38,-26.62,-100.0,18.0,11.0,-30.0,-12.0,19.0,-6.0,12.7,5.08,1.2,-15.0,-0.2,9.0,-0.59,47.0,16.0,-0.1,900,tim sylvia,80,265.0,80,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,0,1,0,0,50.0,0
4711,alvin robinson,jorge gurgel,20/10/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Southpaw,Orthodox,red,0.0,31.0,3.26,50.0,1.0,0.0,115.0,28.73,100.0,50.0,45.45,50.0,25.4,-5.0,2.0,2.0,11.0,4.0,-16.0,5.08,-2.54,-1.8,18.0,-2.33,-11.0,0.43,27.0,-35.0,0.7,767,alvin robinson,69,155.0,69,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,0,0,1,0,43.0,0
4712,stephan bonnar,eric schafer,20/10/2007,KO/TKO,2.0,2:47,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Orthodox,Orthodox,red,0.0,-21.0,-15.65,-20.0,-1.0,0.0,101.0,3.06,-20.0,-83.33,-47.12,-5.71,-33.33,63.0,-25.0,-38.0,-32.0,-33.0,65.0,2.54,7.62,0.87,4.0,-0.37,-4.0,-0.49,4.0,10.0,-0.8,88,stephan bonnar,76,205.0,76,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,0,1,0,0,49.0,0
4713,alan belcher,kalib starnes,20/10/2007,TKO - Doctor's Stoppage,2.0,1:39,3 Rnd (5-5-5),Middleweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Orthodox,Orthodox,red,0.0,13.0,10.78,-33.0,0.0,0.0,23.0,5.01,17.17,0.0,12.85,-10.92,0.0,-21.0,2.0,19.0,-13.0,13.0,0.0,-2.54,2.54,-0.01,-7.0,-1.33,6.0,-1.02,-7.0,30.0,0.3,71,alan belcher,74,185.0,74,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,0,1,0,0,41.0,0
4714,yushin okami,jason macdonald,20/10/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Southpaw,Orthodox,red,0.0,-1.0,-9.22,100.0,1.0,0.0,399.0,45.83,8.33,4.17,26.2,-8.27,54.29,80.0,6.0,-88.0,21.0,-68.0,46.0,-2.54,-12.7,0.51,-14.0,-0.45,14.0,0.55,23.0,49.0,-1.5,655,yushin okami,74,170.0,74,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0,0,1,0,44.0,0
4715,demian maia,ryan jensen,20/10/2007,Submission,1.0,2:40,3 Rnd (5-5-5),Middleweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Southpaw,Orthodox,red,0.0,34.0,-3.89,100.0,1.0,0.0,146.0,33.33,100.0,100.0,100.0,0.0,0.0,-67.0,33.0,33.0,33.0,0.0,-34.0,0.0,-10.16,-1.02,4.0,-0.96,4.0,1.0,-24.0,30.0,-0.9,535,demian maia,73,170.0,73,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0,0,0,1,0,48.0,0
4716,joshua burkman,forrest petz,20/10/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Orthodox,Orthodox,red,1.0,3.0,-6.75,23.0,2.0,-1.0,-66.0,14.92,-23.33,-16.67,9.73,-41.09,75.0,31.0,-39.0,8.0,14.0,-25.0,12.0,2.54,2.54,0.42,14.0,0.93,-6.0,1.23,-64.0,6.0,0.3,108,joshua burkman,70,170.0,70,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,0,1,0,0,45.0,0
4717,matt grice,jason black,20/10/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 77: Hostile Territory,"Cincinnati, Ohio, USA",Orthodox,Orthodox,red,1.0,10.0,0.86,100.0,-7.0,-1.0,728.0,16.4,0.0,0.0,31.82,25.0,-40.38,16.0,-17.0,0.0,-2.0,-19.0,20.0,0.0,,3.03,6.0,0.09,11.0,1.71,4.0,54.0,-5.7,328,matt grice,68,145.0,68,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,0,1,0,0,44.0,0
4718,keith jardine,chuck liddell,22/09/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,1.0,25.0,24.7,0.0,0.0,0.0,6.0,10.87,27.08,85.71,25.18,0.0,0.0,-35.0,-1.0,36.0,2.0,-2.0,0.0,0.0,0.0,0.28,1.0,0.27,3.0,0.74,-30.0,-19.0,0.7,411,keith jardine,74,185.0,74,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,0,1,0,0,50.0,0
4719,forrest griffin,mauricio rua,22/09/2007,Submission,3.0,4:45,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,14.0,17.74,59.0,3.0,2.0,46.0,11.88,-18.75,-10.0,10.89,-42.86,13.97,-11.0,8.0,2.0,-20.0,-5.0,25.0,5.08,2.54,0.81,-14.0,0.1,7.0,-1.07,0.0,10.0,-0.1,329,forrest griffin,75,205.0,75,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0,1,0,0,47.0,0
4720,jon fitch,diego sanchez,22/09/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Southpaw,red,0.0,1.0,7.37,78.0,-5.0,-1.0,364.0,24.55,0.0,0.0,1.58,0.0,-13.33,45.0,-39.0,-5.0,-3.0,-39.0,43.0,5.08,5.08,-0.08,13.0,-1.37,-2.0,2.09,27.0,10.0,0.0,275,jon fitch,72,170.0,72,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,0,1,0,0,48.0,0
4721,lyoto machida,kazuhiro nakamura,22/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Southpaw,Orthodox,red,0.0,30.0,26.22,46.0,1.0,0.0,441.0,39.35,12.97,-11.11,54.19,20.84,65.62,11.0,4.0,-15.0,4.0,-35.0,30.0,5.08,10.16,1.03,16.0,-0.26,2.0,-0.52,29.0,33.0,-0.2,522,lyoto machida,73,185.0,73,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0,0,1,0,47.0,0
4722,tyson griffin,thiago tavares,22/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,15.0,1.11,-11.0,-3.0,-1.0,239.0,23.33,-23.33,100.0,2.95,31.1,45.0,35.0,-73.0,37.0,-16.0,-15.0,31.0,-2.54,-5.08,1.71,1.0,-0.01,3.0,-1.96,4.0,-3.0,-0.6,325,tyson griffin,66,145.0,66,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0,1,0,0,41.0,0
4723,rich clementi,anthony johnson,22/09/2007,Submission,2.0,3:05,3 Rnd (5-5-5),Welterweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Southpaw,Orthodox,red,-1.0,6.0,29.14,0.0,-1.0,0.0,19.0,13.41,-83.33,-6.67,8.33,-23.81,26.67,7.0,-22.0,16.0,10.0,-10.0,0.0,-12.7,-15.24,-1.82,-10.0,0.46,0.0,-0.71,-15.0,-52.0,0.5,159,rich clementi,69,155.0,69,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0,0,1,0,50.0,0
4724,jeremy stephens,diego saraiva,22/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,18.0,-5.56,100.0,-2.0,0.0,460.0,17.32,-22.22,50.0,13.74,0.0,-1.56,6.0,5.0,-10.0,-32.0,0.0,33.0,7.62,,1.54,8.0,-0.52,-4.0,-0.17,-2.0,65.0,-0.3,885,jeremy stephens,69,145.0,69,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0,1,0,0,39.0,0
4725,christian wellisch,scott junk,22/09/2007,Submission,1.0,3:19,3 Rnd (5-5-5),Heavyweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,-6.0,-13.1,100.0,2.0,0.0,-26.0,-50.0,16.67,0.0,-50.0,-6.67,0.0,-47.0,49.0,-2.0,-29.0,30.0,0.0,2.54,,-2.01,-33.0,1.23,11.0,1.22,42.0,45.0,1.2,966,christian wellisch,74,234.0,74,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,0,1,0,0,50.0,0
4726,matt wiman,michihiro omigawa,22/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 76: Knockout,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,3.0,-3.15,30.0,-1.0,1.0,575.0,3.29,33.33,0.0,16.67,-36.16,20.65,-7.0,3.0,3.0,-5.0,-53.0,57.0,10.16,0.0,1.16,11.0,0.51,-13.0,0.94,1.0,7.0,0.0,976,matt wiman,70,155.0,70,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,0,1,0,0,42.0,0
