,Unnamed: 0,fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,Age,Female
798,798,Josh Sampo,64,125.0,64,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,0,1,0,0,41.0,0
799,799,Diego Sanchez,70,170.0,70,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0,0,1,0,44.0,0
800,800,Joby Sanchez,66,135.0,66,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,0,1,0,0,34.0,0
801,801,Emmanuel Sanchez,69,145.0,69,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,0,0,0,0,35.0,0
802,802,Robert Sanchez,66,125.0,66,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,0,1,0,0,40.0,0
803,803,Jerrod Sanders,68,135.0,68,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,0,1,0,0,46.0,0
804,804,Cory Sandhagen,71,135.0,71,6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5,0,0,0,1,33.0,0
805,805,Luke Sanders,66,135.0,66,6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3,0,0,1,0,40.0,0
806,806,Hector Sandoval,62,125.0,62,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,0,1,0,0,39.0,0
807,807,Mike Santiago,70,145.0,70,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,0,1,0,0,36.0,0
808,808,Jorge Santiago,73,170.0,73,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,0,1,0,0,45.0,0
809,809,Thiago Santos,74,205.0,74,4.27,0.48,2.33,0.55,0.7,0.38,0.66,0.1,0,1,0,0,42.0,0
810,810,Evangelista Santos,70,170.0,70,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,0,1,0,0,48.0,0
811,811,Leonardo Santos,72,155.0,72,2.65,0.44,2.77,0.58,1.07,0.29,0.89,0.3,0,1,0,0,46.0,0
812,812,Taila Santos,66,125.0,66,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0,0,1,0,0,32.0,1
813,813,Daniel Sarafian,69,185.0,69,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,0,1,0,0,43.0,0
814,814,Yuta Sasaki,70,125.0,70,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,0,0,1,0,36.0,0
815,815,Paul Sass,72,155.0,72,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,0,1,0,0,37.0,0
816,816,Ben Saunders,74,170.0,74,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,0,1,0,0,42.0,0
817,817,Eric Schafer,75,185.0,75,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,0,1,0,0,48.0,0
818,818,Brendan Schaub,76,245.0,76,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,0,1,0,0,43.0,0
819,819,Matt Schnell,68,125.0,68,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,0,1,0,0,36.0,0
820,820,Justin Scoggins,67,125.0,67,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,0,0,1,0,33.0,0
821,821,Brad Scott,73,170.0,73,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,0,1,0,0,36.0,0
822,822,Neil Seery,64,125.0,64,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0,1,0,0,46.0,0
823,823,Pete Sell,71,170.0,71,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,0,1,0,0,43.0,0
824,824,Matthew Semelsberger,73,170.0,73,7.93,0.5,5.31,0.56,1.97,1.0,1.0,1.0,0,0,0,1,33.0,0
825,825,Mackens Semerzier,69,145.0,69,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,0,1,0,0,45.0,0
826,826,Alex Serdyukov,74,170.0,74,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,0,1,0,0,45.0,0
827,827,Matt Serra,66,170.0,66,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,0,1,0,0,51.0,0
828,828,Edmen Shahbazyan,74,185.0,74,3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5,0,1,0,0,28.0,0
829,829,Ken Shamrock,73,205.0,73,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0,1,0,0,62.0,0
830,830,Eric Shelton,66,125.0,66,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,0,1,0,0,35.0,0
831,831,Sean Sherk,66,155.0,66,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,0,1,0,0,52.0,0
832,832,Antonina Shevchenko,68,125.0,68,4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7,0,0,1,0,41.0,1
833,833,Valentina Shevchenko,65,125.0,65,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,0,0,1,0,38.0,1
834,834,Jake Shields,72,170.0,72,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,0,1,0,0,47.0,0
835,835,Jack Shore,68,135.0,68,3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5,0,1,0,0,31.0,0
836,836,Sam Sicilia,68,145.0,68,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0,1,0,0,40.0,0
837,837,Steven Siler,71,145.0,71,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,0,1,0,0,39.0,0
838,838,Thiago Silva,74,205.0,74,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,0,1,0,0,43.0,0
839,839,Anderson Silva,74,185.0,74,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,0,0,1,0,50.0,0
840,840,Wanderlei Silva,71,205.0,71,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,0,1,0,0,49.0,0
841,841,Leandro Silva,69,155.0,69,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,0,1,0,0,40.0,0
842,842,Claudio Silva,71,170.0,71,3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6,0,0,1,0,43.0,0
843,843,Antonio Silva,76,264.0,76,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0,1,0,0,46.0,0
844,844,Erick Silva,72,170.0,72,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,0,1,0,0,41.0,0
845,845,Joaquim Silva,68,155.0,68,3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7,0,0,1,0,37.0,0
846,846,Gabriel Silva,66,135.0,66,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,0,1,0,0,31.0,0
847,847,Elias Silverio,71,155.0,71,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,0,1,0,0,39.0,0
848,848,Aaron Simpson,72,170.0,72,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,0,1,0,0,51.0,0
849,849,Ricky Simon,66,135.0,66,3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4,0,1,0,0,33.0,0
850,850,Tony Sims,71,155.0,71,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,0,0,1,0,40.0,0
851,851,Rory Singer,74,185.0,74,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,0,1,0,0,49.0,0
852,852,Dennis Siver,66,145.0,66,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,0,1,0,0,47.0,0
853,853,Chas Skelly,71,145.0,71,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,0,1,0,0,40.0,0
854,854,Scott Smith,72,185.0,72,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,0,1,0,0,46.0,0
855,855,Trevor Smith,75,185.0,75,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0,1,0,0,45.0,0
856,856,Anthony Smith,76,205.0,76,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,0,1,0,0,37.0,0
857,857,Colton Smith,72,155.0,72,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,0,1,0,0,38.0,0
858,858,Devonte Smith,69,155.0,69,5.64,0.55,2.65,0.59,0.74,1.0,1.0,0.7,0,1,0,0,32.0,0
859,859,Cole Smith,71,135.0,71,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,0,1,0,0,36.0,0
860,860,Louis Smolka,69,135.0,69,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,0,1,0,0,34.0,0
861,861,Renato Sobral,73,205.0,73,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,0,1,0,0,50.0,0
862,862,Peter Sobotta,72,170.0,72,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,0,0,1,0,39.0,0
863,863,Rameau Thierry Sokoudjou,70,205.0,70,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,0,1,0,0,41.0,0
864,864,Joe Solecki,69,155.0,69,3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,0,1,0,0,32.0,0
865,865,Chael Sonnen,73,205.0,73,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,0,0,1,0,49.0,0
866,866,Song Yadong,68,145.0,68,4.35,0.42,3.64,0.57,0.59,0.75,0.56,0.4,0,1,0,0,28.0,0
867,867,Dmitry Sosnovskiy,75,240.0,75,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,0,1,0,0,36.0,0
868,868,Greg Soto,71,170.0,71,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,0,1,0,0,39.0,0
869,869,George Sotiropoulos,70,155.0,70,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,0,1,0,0,48.0,0
870,870,Krzysztof Soszynski,73,205.0,73,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,1,0,0,0,48.0,0
871,871,Joe Soto,66,135.0,66,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,0,1,0,0,39.0,0
872,872,Andre Soukhamthath,69,135.0,69,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,0,1,0,0,37.0,0
873,873,Livinha Souza,63,115.0,63,2.06,0.45,3.38,0.62,2.4,0.44,0.4,1.2,0,1,0,0,35.0,1
874,874,Jacare Souza,73,185.0,73,2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4,0,1,0,0,46.0,0
875,875,Ryan Spann,77,205.0,77,3.55,0.45,3.45,0.47,1.72,0.41,0.6,1.7,0,1,0,0,34.0,0
876,876,Felicia Spencer,66,145.0,66,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,0,1,0,0,35.0,1
877,877,Eric Spicely,73,185.0,73,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,0,1,0,0,39.0,0
878,878,Serghei Spivac,75,260.0,75,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3,0,1,0,0,31.0,0
879,879,Austin Springer,68,145.0,68,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,0,1,0,0,38.0,0
880,880,Georges St-Pierre,71,185.0,71,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0,1,0,0,44.0,0
881,881,Brian Stann,73,205.0,73,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,0,1,0,0,45.0,0
882,882,Kalib Starnes,75,185.0,75,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,0,1,0,0,51.0,0
883,883,Damian Stasiak,65,135.0,65,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,0,1,0,0,36.0,0
884,884,Aljamain Sterling,67,135.0,67,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,0,1,0,0,36.0,0
885,885,Jeremy Stephens,69,145.0,69,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0,1,0,0,39.0,0
886,886,Joe Stevenson,67,145.0,67,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,0,1,0,0,43.0,0
887,887,Darren Stewart,72,185.0,72,3.09,0.44,3.09,0.5,1.5,0.4,0.65,0.1,0,1,0,0,35.0,0
888,888,Dustin Stoltzfus,72,185.0,72,2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8,0,1,0,0,34.0,0
889,889,Ken Stone,68,135.0,68,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,0,0,1,0,43.0,0
890,890,Rick Story,69,170.0,69,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0,0,1,0,41.0,0
891,891,Sam Stout,69,155.0,69,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0,1,0,0,41.0,0
892,892,Daniel Straus,67,145.0,67,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,0,0,0,0,41.0,0
893,893,Sean Strickland,73,185.0,73,5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4,0,1,0,0,35.0,0
894,894,Stefan Struve,83,265.0,83,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,0,1,0,0,38.0,0
895,895,Tatiana Suarez,65,115.0,65,4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6,0,0,1,0,35.0,1
896,896,George Sullivan,72,170.0,72,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,0,1,0,0,45.0,0
897,897,Cub Swanson,68,145.0,68,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5,0,1,0,0,42.0,0
898,898,Kevin Syler,69,155.0,69,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0,0,0,0,1,32.0,0
899,899,Mike Swick,73,170.0,73,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,0,1,0,0,46.0,0
900,900,Tim Sylvia,80,265.0,80,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,0,1,0,0,50.0,0
901,901,Michinori Tanaka,65,135.0,65,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,0,1,0,0,35.0,0
902,902,Evan Tanner,72,185.0,72,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,0,1,0,0,55.0,0
903,903,Deividas Taurosevicius,69,145.0,69,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,0,0,1,0,48.0,0
904,904,Manny Tapia,65,135.0,65,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,0,1,0,0,45.0,0
905,905,Miesha Tate,66,135.0,66,1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6,0,1,0,0,39.0,1
906,906,Thiago Tavares,67,145.0,67,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,0,1,0,0,41.0,0
907,907,Paul Taylor,72,155.0,72,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,0,1,0,0,46.0,0
908,908,Jesse Taylor,72,170.0,72,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,0,1,0,0,43.0,0
909,909,Danielle Taylor,60,115.0,60,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0,1,0,0,36.0,1
910,910,James Te Huna,74,185.0,74,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,0,1,0,0,44.0,0
911,911,Glover Teixeira,74,205.0,74,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0,0,1,0,0,46.0,0
912,912,Daniel Teymur,65,145.0,65,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,0,1,0,0,38.0,0
913,913,Brandon Thatch,74,170.0,74,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,0,0,0,1,40.0,0
914,914,Paulo Thiago,71,170.0,71,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,0,1,0,0,45.0,0
915,915,Nick Thompson,73,170.0,73,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,0,1,0,0,44.0,0
916,916,Josh Thomson,70,155.0,70,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,0,1,0,0,47.0,0
917,917,Simeon Thoresen,73,170.0,73,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,0,1,0,0,42.0,0
918,918,Gleison Tibau,70,155.0,70,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0,0,1,0,42.0,0
919,919,Ilia Topuria,67,145.0,67,2.5,0.45,1.87,0.68,4.25,0.55,1.0,4.2,0,1,0,0,29.0,0
920,920,Tecia Torres,61,115.0,61,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1,0,1,0,0,36.0,0
921,921,Frank Trigg,69,170.0,69,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,0,0,1,0,53.0,0
922,922,Michael Trizano,71,155.0,71,3.02,0.53,2.11,0.63,0.4,0.5,0.8,0.8,0,1,0,0,34.0,0
923,923,Antonio Trocoli,77,205.0,77,1.27,0.71,4.56,0.25,3.8,1.0,1.0,3.8,0,1,0,0,35.0,0
924,924,Francisco Trinaldo,69,155.0,69,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6,0,0,1,0,47.0,0
925,925,Jon Tuck,71,155.0,71,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,0,1,0,0,41.0,0
926,926,Chris Tuchscherer,74,258.0,74,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,0,1,0,0,50.0,0
927,927,Abel Trujillo,68,155.0,68,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,0,1,0,0,42.0,0
928,928,Gavin Tucker,66,145.0,66,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5,0,0,1,0,39.0,0
929,929,Wellington Turman,72,185.0,72,2.75,0.42,3.71,0.45,2.63,0.35,1.0,0.9,0,1,0,0,29.0,0
930,930,Jalin Turner,75,155.0,75,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8,0,0,1,0,30.0,0
931,931,Marcin Tybura,75,249.0,75,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1,0,1,0,0,40.0,0
932,932,Caol Uno,67,155.0,67,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,0,0,1,0,50.0,0
933,933,Kamaru Usman,72,170.0,72,4.66,0.54,2.33,0.58,3.22,0.47,1.0,0.1,0,0,0,1,38.0,0
934,934,Darren Uyenoyama,66,125.0,66,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,0,1,0,0,46.0,0
935,935,Charlie Valencia,63,135.0,63,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,0,1,0,0,51.0,0
936,936,Richie Vaculik,66,125.0,66,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,0,1,0,0,42.0,0
937,937,Lando Vannata,69,155.0,69,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4,0,1,0,0,34.0,0
938,938,Paige VanZant,64,115.0,64,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,0,1,0,0,32.0,1
939,939,Jamie Varner,68,155.0,68,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,0,1,0,0,41.0,0
940,940,Javier Vazquez,67,145.0,67,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,0,0,1,0,48.0,0
941,941,Manny Vazquez,70,125.0,70,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0,0,1,0,0,32.0,0
942,942,Bojan Velickovic,72,170.0,72,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,0,0,1,0,37.0,0
943,943,Cain Velasquez,73,240.0,73,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,0,1,0,0,43.0,0
944,944,Karlos Vemola,72,185.0,72,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,0,1,0,0,40.0,0
945,945,Brandon Vera,75,230.0,75,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,0,1,0,0,48.0,0
946,946,Marlon Vera,68,135.0,68,3.65,0.49,3.95,0.52,0.78,0.37,0.7,1.1,0,0,0,1,33.0,0
947,947,Marvin Vettori,72,185.0,72,4.78,0.45,3.19,0.66,1.33,0.45,0.78,0.8,0,0,1,0,32.0,0
948,948,Polyana Viana,65,115.0,65,3.71,0.41,3.01,0.54,1.12,0.33,0.5,3.4,0,1,0,0,33.0,1
949,949,James Vick,75,155.0,75,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,0,1,0,0,39.0,0
950,950,Ketlen Vieira,68,135.0,68,2.66,0.36,3.84,0.53,2.19,0.48,0.92,0.5,0,1,0,0,34.0,1
951,951,Reginaldo Vieira,67,135.0,67,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,0,1,0,0,43.0,0
952,952,Rodolfo Vieira,72,185.0,72,1.66,0.42,3.06,0.42,7.0,0.47,0.0,1.6,0,1,0,0,36.0,0
953,953,Yuri Villefort,72,170.0,72,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,0,1,0,0,35.0,0
954,954,Alexander Volkanovski,66,145.0,66,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3,0,1,0,0,37.0,0
955,955,Jacob Volkmann,69,155.0,69,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,0,0,1,0,45.0,0
956,956,Alexander Volkov,79,250.0,79,4.88,0.59,2.48,0.56,0.66,0.7,0.66,0.2,0,1,0,0,37.0,0
957,957,Chris Wade,70,155.0,70,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,0,1,0,0,38.0,0
958,958,TJ Waldburger,71,170.0,71,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,0,1,0,0,37.0,0
959,959,Rodney Wallace,69,205.0,69,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,0,0,0,1,44.0,0
960,960,Johnny Walker,78,205.0,78,4.41,0.72,3.51,0.31,0.4,1.0,0.6,1.2,0,1,0,0,34.0,0
961,961,Richard Walsh,72,170.0,72,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,0,1,0,0,37.0,0
962,962,Curt Warburton,72,155.0,72,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9,0,1,0,0,,0
963,963,Michelle Waterson,63,115.0,63,3.58,0.49,4.0,0.49,1.52,0.34,0.67,0.9,0,1,0,0,40.0,0
964,964,Brok Weaver,72,155.0,72,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,0,0,1,0,34.0,0
965,965,Chris Weidman,74,185.0,74,3.03,0.43,3.15,0.52,3.93,0.47,0.65,0.9,0,1,0,0,41.0,0
966,966,Christian Wellisch,74,234.0,74,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,0,1,0,0,50.0,0
967,967,Fabricio Werdum,76,231.0,76,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,0,1,0,0,48.0,0
968,968,Coty Wheeler,66,135.0,66,1.88,0.22,3.16,0.59,0.87,0.37,0.33,2.6,0,1,0,0,47.0,0
969,969,Alex White,72,155.0,72,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,0,0,1,0,37.0,0
970,970,Emily Whitmire,65,115.0,65,2.71,0.3,3.08,0.54,1.1,0.5,0.7,0.6,0,1,0,0,34.0,1
971,971,Adam Wieczorek,77,250.0,77,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,0,1,0,0,34.0,0
972,972,Mike Wilkinson,67,145.0,67,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,0,1,0,0,38.0,0
973,973,James Wilks,73,170.0,73,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,0,1,0,0,47.0,0
974,974,Patrick Williams,68,135.0,68,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,0,1,0,0,44.0,0
975,975,Chris Wilson,73,170.0,73,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,0,1,0,0,48.0,0
976,976,Matt Wiman,70,155.0,70,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,0,1,0,0,42.0,0
977,977,Eddie Wineland,67,135.0,67,3.4,0.29,3.66,0.69,0.34,0.33,0.86,0.1,0,1,0,0,41.0,0
978,978,Jason Witt,70,170.0,70,3.16,0.65,2.68,0.29,3.65,0.5,0.0,1.8,0,1,0,0,39.0,0
979,979,Nathaniel Wood,66,140.0,66,6.28,0.46,4.36,0.53,1.29,0.46,0.75,0.9,0,1,0,0,32.0,0
980,980,Tyron Woodley,69,170.0,69,2.33,0.48,2.72,0.55,1.08,0.4,0.87,0.4,0,1,0,0,43.0,0
981,981,Wu Yanan,68,125.0,68,4.51,0.45,4.82,0.51,0.61,0.22,0.66,0.3,0,1,0,0,29.0,1
982,982,Rani Yahya,66,135.0,66,1.57,0.37,1.7,0.5,2.89,0.33,0.24,2.0,0,1,0,0,41.0,0
983,983,Alexander Yakovlev,75,155.0,75,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,0,0,1,0,41.0,0
984,984,Petr Yan,67,135.0,67,5.99,0.52,3.55,0.62,2.14,0.66,0.9,0.1,0,0,0,1,33.0,0
985,985,Dongi Yang,70,185.0,70,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,0,0,1,0,41.0,0
986,986,Ashley Yoder,67,115.0,67,2.75,0.39,3.53,0.46,1.33,0.37,0.68,0.7,0,0,1,0,38.0,1
987,987,Sanghoon Yoo,72,155.0,72,5.0,0.66,7.27,0.27,1.0,1.0,0.75,1.0,0,1,0,0,36.0,0
988,988,Yoshiyuki Yoshida,71,170.0,71,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,0,0,1,0,51.0,0
989,989,Elizeu Zaleski dos Santos,71,170.0,71,4.05,0.39,3.07,0.59,0.57,0.17,0.52,0.5,0,1,0,0,39.0,0
990,990,Youssef Zalal,70,145.0,70,2.45,0.51,1.56,0.64,2.4,0.4,0.56,1.4,0,0,0,1,29.0,0
991,991,David Zawada,72,170.0,72,3.24,0.4,4.07,0.54,0.96,0.3,0.57,2.2,0,1,0,0,35.0,0
992,992,Zhang Lipeng,71,155.0,71,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8,0,0,1,0,36.0,0
993,993,Zhang Weili,64,115.0,64,6.38,0.45,4.43,0.53,1.26,0.23,1.0,0.5,0,0,0,1,36.0,1
994,994,Cat Zingano,66,145.0,66,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,0,0,1,0,43.0,1
995,995,Zhang Tiequan,68,155.0,68,1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4,0,1,0,0,47.0,0
